Location,Detail Link,Image Name,Price,Property Type,Photo Count,Broker,Beds,Baths,Sqft,Lot Size,Days on Site
"215 Postoffice Street Unit 1101, Galveston, TX",https://www.estately.com/listings/info/215-postoffice-street-galveston-tx-77550--1,215_Postoffice_Street_Unit1101_Galveston_TX.jpg,"$134,900",Condo For Sale,19 photos,Rock Center Realty,1,1,578,578,
"3605 Avenue R, Galveston, TX",https://www.estately.com/listings/info/3605-avenue-r-galveston-tx-77550,3605_Avenue_R_Galveston_TX.jpg,"$795,000",House For Sale,49 photos,"Joe Tramonte Realty, Inc.",5,3.5,"3,400","5,198",
"1211 Avenue K Avenue, Galveston, TX",https://www.estately.com/listings/info/1211-avenue-k-avenue-galveston-tx-77550--1,1211_Avenue_K_Avenue_Galveston_TX.jpg,"$330,000",House For Sale,14 photos,REALM Real Estate Professionals - North Houston,2,2,"1,380","2,580",
"816 11th Street, Galveston, TX",https://www.estately.com/listings/info/816-11th-street-galveston-tx-77550--1,816_11th_Street_Galveston_TX.jpg,"$465,000",Multifamily For Sale,27 photos,SoCo Realty,3,2,"2,152","5,040",
"6300 Seawall Boulevard Unit 3208, Galveston, TX",https://www.estately.com/listings/info/6300-seawall-boulevard-galveston-tx-77551--125,6300_Seawall_Boulevard_Unit3208_Galveston_TX.jpg,"$209,000",Condo For Sale,14 photos,"Roy Shiflett, Realtors",1,1,474,474,
"3628 Avenue O, Galveston, TX",https://www.estately.com/listings/info/3628-avenue-o-galveston-tx-77550,3628_Avenue_O_Galveston_TX.jpg,"$535,000",Multifamily For Sale,11 photos,Texas Premier Realty,4,4,"2,979","2,580",
"1528 Church Street, Galveston, TX",https://www.estately.com/listings/info/1528-church-street-galveston-tx-77550,1528_Church_Street_Galveston_TX.jpg,"$485,000",Multifamily For Sale,14 photos,"Absolute Realty and Management , LLC.",1,1,"2,802","3,010",
"6102 Seawall Boulevard Unit 368A, Galveston, TX",https://www.estately.com/listings/info/6102-seawall-boulevard-galveston-tx-77551--173,6102_Seawall_Boulevard_Unit368A_Galveston_TX.jpg,"$199,999",Condo For Sale,26 photos,RE/MAX Leading Edge,1,1,462,462,
"6102 Seawall Boulevard Unit 389, Galveston, TX",https://www.estately.com/listings/info/6102-seawall-boulevard-galveston-tx-77551--172,6102_Seawall_Boulevard_Unit389_Galveston_TX.jpg,"$149,900",Condo For Sale,33 photos,RE/MAX Leading Edge,1,1,462,,
"28 Grand Beach Boulevard, Galveston, TX",https://www.estately.com/listings/info/28-grand-beach-boulevard-galveston-tx-77550,28_Grand_Beach_Boulevard_Galveston_TX.jpg,"$1,350,000",House For Sale,42 photos,Gisela DuVerney Properties LLC,4,3.5,"2,700","7,190",
"5123 Avenue L, Galveston, TX",https://www.estately.com/listings/info/5123-avenue-l-galveston-tx-77551--6,5123_Avenue_L_Galveston_TX.jpg,"$315,000",House For Sale,27 photos,Keller Williams Realty Clear Lake / NASA,2,2,"1,000","3,000",
"4628 Avenue O 1/2, Galveston, TX",https://www.estately.com/listings/info/4628-avenue-o-1-2-galveston-tx-77551,4628_Avenue_O_12_Galveston_TX.jpg,"$325,000",House For Sale,27 photos,Wagner McGee Realty,2,1,"1,248","6,000",
"2528 Ursuline Street, Galveston, TX",https://www.estately.com/listings/info/2528-ursuline-street-galveston-tx-77550,2528_Ursuline_Street_Galveston_TX.jpg,"$544,900",House For Sale,45 photos,"Joe Tramonte Realty, Inc.",3,2,"1,848","2,600",
"812 38th Street, Galveston, TX",https://www.estately.com/listings/info/812-38th-street-street-galveston-tx-77550,812_38th_Street_Galveston_TX.jpg,"$225,000",House For Sale,20 photos,JPAR - The Sears Group,3,1,902,"1,806",
"2114 52nd Street, Galveston, TX",https://www.estately.com/listings/info/2114-52nd-street-galveston-tx-77551,2114_52nd_Street_Galveston_TX.jpg,"$275,000",House For Sale,33 photos,Douglas Elliman Real Estate,2,1,772,"2,300",
"915 11th Street, Galveston, TX",https://www.estately.com/listings/info/915-11th-street-galveston-tx-77550--1,915_11th_Street_Galveston_TX.jpg,"$399,000",Multifamily For Sale,24 photos,"Joe Tramonte Realty, Inc.",–,–,"2,306","3,426",
"2927 Avenue L, Galveston, TX",https://www.estately.com/listings/info/2927-avenue-l-galveston-tx-77550,2927_Avenue_L_Galveston_TX.jpg,"$649,000",Multifamily For Sale,16 photos,RE/MAX Leading Edge,2,1,"7,168","13,104",
"1419 39th Street, Galveston, TX",https://www.estately.com/listings/info/1419-39th-street-galveston-tx-77550,1419_39th_Street_Galveston_TX.jpg,"$375,000",House For Sale,30 photos,Jana Perkins Properties,2,1,"1,128","3,426",
"2520 Avenue P 1/2, Galveston, TX",https://www.estately.com/listings/info/2520-avenue-p-1-2-galveston-tx-77550--8,2520_Avenue_P_12_Galveston_TX.jpg,"$550,000",House For Sale,38 photos,RE/MAX Leading Edge,4,2.5,"2,086","2,795",
"5614 Avenue P 1/2, Galveston, TX",https://www.estately.com/listings/info/5614-avenue-p-1-2-galveston-tx-77551--1,5614_Avenue_P_12_Galveston_TX.jpg,"$284,000",House For Sale,22 photos,Keller Williams Realty Clear Lake / NASA,2,2,"1,008","1,500",
"1314 26th Street, Galveston, TX",https://www.estately.com/listings/info/1314-26th-street-galveston-tx-77550,1314_26th_Street_Galveston_TX.jpg,"$449,000",House For Sale,20 photos,Rev Realty LLC,2,2,"1,137","1,785",
"500 Seawall Boulevard Unit 808, Galveston, TX",https://www.estately.com/listings/info/500-seawall-boulevard-galveston-tx-77550--20,500_Seawall_Boulevard_Unit808_Galveston_TX.jpg,"$910,000",Condo For Sale,40 photos,Berkshire Hathaway Home Services,3,2.5,"1,619",,
"5108 Avenue R, Galveston, TX",https://www.estately.com/listings/info/5108-avenue-r-galveston-tx-77551--2,5108_Avenue_R_Galveston_TX.jpg,"$339,000",House For Sale,23 photos,RE/MAX Leading Edge,3,2,"1,170","3,960",
"801 E Beach Drive Unit TW1106, Galveston, TX",https://www.estately.com/listings/info/801-e-beach-drive-galveston-tx-77550--52,801_E_Beach_Drive_UnitTW1106_Galveston_TX.jpg,"$1,295,000",Condo For Sale,45 photos,HomeSmart,3,3,"1,687",,
"2016 Strand Street Unit 8, Galveston, TX",https://www.estately.com/listings/info/2016-strand-street-galveston-tx-77550--1,2016_Strand_Street_Unit8_Galveston_TX.jpg,"$329,000",Condo For Sale,37 photos,Better Homes and Gardens Real Estate Gary Greene-Gary Greene-Galveston Intown,1,1,"1,033",,
"127 Bonita Avenue, Galveston, TX",https://www.estately.com/listings/info/127-bonita-avenue-galveston-tx-77550,127_Bonita_Avenue_Galveston_TX.jpg,"$517,000",House For Sale,38 photos,"Sand N Sea Properties, LLC",3,2,"2,654","6,514",
"1202 Avenue M 1/2, Galveston, TX",https://www.estately.com/listings/info/1202-avenue-m-1-2-galveston-tx-77550,1202_Avenue_M_12_Galveston_TX.jpg,"$589,999",House For Sale,35 photos,Keller Williams Premier Realty,2,1,"1,334","4,112",
"1101 Church Street, Galveston, TX",https://www.estately.com/listings/info/1101-church-street-galveston-tx-77550,1101_Church_Street_Galveston_TX.jpg,"$400,000",Multifamily For Sale,36 photos,RE/MAX Leading Edge,4,3,"1,992","5,140",
"4504 Fort Crockett Boulevard, Galveston, TX",https://www.estately.com/listings/info/4504-fort-crockett-boulevard-galveston-tx-77551,4504_Fort_Crockett_Boulevard_Galveston_TX.jpg,"$1,990,000",Multifamily For Sale,41 photos,Keller Williams Realty Clear Lake / NASA,3,–,"10,978",,
"6300 Seawall Boulevard Unit 3111, Galveston, TX",https://www.estately.com/listings/info/6300-seawall-boulevard-galveston-tx-77551--124,6300_Seawall_Boulevard_Unit3111_Galveston_TX.jpg,"$184,999",Condo For Sale,23 photos,eXp Realty LLC,1,1,474,474,
"6102 Seawall Boulevard Unit 341, Galveston, TX",https://www.estately.com/listings/info/6102-seawall-boulevard-galveston-tx-77551--171,6102_Seawall_Boulevard_Unit341_Galveston_TX.jpg,"$149,000",Townhouse For Sale,26 photos,RE/MAX Leading Edge,1,1,462,,
"921 Marine Drive Unit 102A, Galveston, TX",https://www.estately.com/listings/info/921-marine-drive-galveston-tx-77550--10,921_Marine_Drive_Unit102A_Galveston_TX.jpg,"$530,000",Condo For Sale,47 photos,RE/MAX Signature,3,2.5,"1,678","1,678",
"3411 Avenue M, Galveston, TX",https://www.estately.com/listings/info/3411-avenue-m-galveston-tx-77550--1,3411_Avenue_M_Galveston_TX.jpg,"$399,000",House For Sale,24 photos,RE/MAX Leading Edge,3,2,"1,581","5,136",
"7043 N Holiday Drive, Galveston, TX",https://www.estately.com/listings/info/7043-n-holiday-drive-galveston-tx-77550,7043_N_Holiday_Drive_Galveston_TX.jpg,"$133,000",Townhouse For Sale,22 photos,RE/MAX Leading Edge,1,1,724,724,
"1803 Bayou Homes Drive, Galveston, TX",https://www.estately.com/listings/info/1803-bayou-homes-drive-galveston-tx-77551,1803_Bayou_Homes_Drive_Galveston_TX.jpg,"$250,000",House For Sale,38 photos,Texas Signature Realty,3,2,"1,052","7,000",
"3520 Avenue R, Galveston, TX",https://www.estately.com/listings/info/3520-avenue-r-galveston-tx-77550--2,3520_Avenue_R_Galveston_TX.jpg,"$574,950",House For Sale,30 photos,ListWithFreedom.com,3,2.5,"1,775","5,119",
"5421 Avenue O 1/2, Galveston, TX",https://www.estately.com/listings/info/5421-avenue-o-1-2-galveston-tx-77551,5421_Avenue_O_12_Galveston_TX.jpg,"$412,867",Multifamily For Sale,44 photos,Coastal Living Properties,3,1,"1,232","6,000",
"7044 N Holiday Drive, Galveston, TX",https://www.estately.com/listings/info/7044-n-holiday-drive-galveston-tx-77550,7044_N_Holiday_Drive_Galveston_TX.jpg,"$155,000",Condo For Sale,16 photos,"AEA Realty, LLC",1,1,724,724,
"4618 Avenue S 1/2, Galveston, TX",https://www.estately.com/listings/info/4618-avenue-s-1-2-galveston-tx-77551,4618_Avenue_S_12_Galveston_TX.jpg,"$450,000",Multifamily For Sale,50 photos,Lee DeForke Jr.,2,1,"1,730","3,920",
"4427 Avenue O, Galveston, TX",https://www.estately.com/listings/info/4427-avenue-o-galveston-tx-77550,4427_Avenue_O_Galveston_TX.jpg,"$429,500",House For Sale,37 photos,Better Homes and Gardens Real Estate Gary Greene-Gary Greene-Galveston Intown,3,1.5,"2,180","9,120",
"6300 Seawall Boulevard Unit 9214, Galveston, TX",https://www.estately.com/listings/info/6300-seawall-boulevard-galveston-tx-77551--123,6300_Seawall_Boulevard_Unit9214_Galveston_TX.jpg,"$190,000",Condo For Sale,16 photos,"My Galveston Getaway, Inc.",1,1,474,474,
"1305 Postoffice, Galveston, TX",https://www.estately.com/listings/info/1305-postoffice-galveston-tx-77550,1305_Postoffice_Galveston_TX.jpg,"$1,025,000",House For Sale,46 photos,RE/MAX Leading Edge,3,2.5,"2,908","4,320",
"5220 Seawall Boulevard Unit 634, Galveston, TX",https://www.estately.com/listings/info/5220-seawall-boulevard-galveston-tx-77551--89,5220_Seawall_Boulevard_Unit634_Galveston_TX.jpg,"$524,959",Condo For Sale,20 photos,Partridge Properties,1,1,813,,
"4323 Avenue L, Galveston, TX",https://www.estately.com/listings/info/4323-avenue-l-galveston-tx-77550,4323_Avenue_L_Galveston_TX.jpg,"$319,400",House For Sale,44 photos,Winhill Advisors - Kirby,4,2,"1,464","5,160",
"12 Lyncrest Drive, Galveston, TX",https://www.estately.com/listings/info/12-lyncrest-drive-galveston-tx-77550--1,12_Lyncrest_Drive_Galveston_TX.jpg,"$314,900",House For Sale,15 photos,Tu Tran,3,2,"1,433","5,500",
"1118 Avenue K Rear, Galveston, TX",https://www.estately.com/listings/info/1118-avenue-k-rear-galveston-tx-77550,1118_Avenue_K_Rear_Galveston_TX.jpg,"$70,000",Land For Sale,11 photos,Weichert Realtors – The Hatmaker Group,–,–,–,"1,460",
"1310 25th Street, Galveston, TX",https://www.estately.com/listings/info/1310-25th-street-galveston-tx-77550--1,1310_25th_Street_Galveston_TX.jpg,"$915,000",House For Sale,50 photos,RE/MAX Leading Edge,3,2.5,"3,006","5,040",
"4928 Crockett Boulevard, Galveston, TX",https://www.estately.com/listings/info/4928-crockett-boulevard-galveston-tx-77551--1,4928_Crockett_Boulevard_Galveston_TX.jpg,"$659,000",House For Sale,50 photos,RE/MAX Leading Edge,4,3.5,"3,017","6,380",
"2806 Palm Cir E, Galveston, TX",https://www.estately.com/listings/info/2806-palm-cir-e-galveston-tx-77551--1,2806_Palm_Cir_E_Galveston_TX.jpg,"$380,000",House For Sale,38 photos,Walzel Properties - Corporate Office,3,2,"2,042","6,312",
"402 Post Office Street Unit 125, Galveston, TX",https://www.estately.com/listings/info/402-post-office-street-galveston-tx-77550--6,402_Post_Office_Street_Unit125_Galveston_TX.jpg,"$149,000",Condo For Sale,25 photos,RE/MAX Leading Edge,1,1,620,,
"6102 Seawall Boulevard Unit 213, Galveston, TX",https://www.estately.com/listings/info/6102-seawall-boulevard-galveston-tx-77551--169,6102_Seawall_Boulevard_Unit213_Galveston_TX.jpg,"$150,000",Condo For Sale,12 photos,"Compass RE Texas, LLC - The Heights",1,1,462,462,
"3025 Tern Drive, Galveston, TX",https://www.estately.com/listings/info/3025-tern-drive-galveston-tx-77551,3025_Tern_Drive_Galveston_TX.jpg,"$472,000",House For Sale,39 photos,Coldwell Banker TGRE,4,2.5,"2,336","7,141",
"1523 22nd Street, Galveston, TX",https://www.estately.com/listings/info/1523-22nd-street-galveston-tx-77550--1,1523_22nd_Street_Galveston_TX.jpg,"$345,000",House For Sale,50 photos,eXp Realty LLC,2,1,845,"5,156",
"3501 Church Street, Galveston, TX",https://www.estately.com/listings/info/3501-church-street-galveston-tx-77550--1,3501_Church_Street_Galveston_TX.jpg,"$69,500",Land For Sale,1 photo,Suntrust Realty,–,–,–,"2,880",
"2027 Victory Avenue, Galveston, TX",https://www.estately.com/listings/info/2027-victory-street-galveston-tx-77551--2,2027_Victory_Avenue_Galveston_TX.jpg,"$249,500",House For Sale,34 photos,Galveston Island Real Estate,3,2,"1,588","6,538",
"1211 33rd Street, Galveston, TX",https://www.estately.com/listings/info/1211-33rd-street-galveston-tx-77550--3,1211_33rd_Street_Galveston_TX.jpg,"$384,000",House For Sale,20 photos,Keller Williams Memorial,3,2,"1,260","1,863",
"1219 Sealy Street, Galveston, TX",https://www.estately.com/listings/info/1219-sealy-street-galveston-tx-77550,1219_Sealy_Street_Galveston_TX.jpg,"$489,000",House For Sale,45 photos,Coldwell Banker TGRE,3,3,"1,944","3,855",
"6102 Seawall Boulevard Unit 176, Galveston, TX",https://www.estately.com/listings/info/6102-seawall-boulevard-galveston-tx-77551--168,6102_Seawall_Boulevard_Unit176_Galveston_TX.jpg,"$199,000",Condo For Sale,12 photos,"Sand N Sea Properties, LLC",1,1,462,462,
"3411 Avenue O, Galveston, TX",https://www.estately.com/listings/info/3411-avenue-o-galveston-tx-77550--2,3411_Avenue_O_Galveston_TX.jpg,"$815,000",House For Sale,30 photos,RE/MAX Leading Edge,4,3.5,"3,570","7,290",
"1207 32nd Street, Galveston, TX",https://www.estately.com/listings/info/1207-32nd-street-galveston-tx-77550--2,1207_32nd_Street_Galveston_TX.jpg,"$519,000",House For Sale,28 photos,Texas Premier Realty,3,2,"1,400","2,182",
"2622 Ursuline Street, Galveston, TX",https://www.estately.com/listings/info/2622-ursuline-street-galveston-tx-77550,2622_Ursuline_Street_Galveston_TX.jpg,"$695,000",House For Sale,22 photos,"Save 1900 Realty, LLC",5,3,"3,178","5,140",
"4302 Avenue N 1/2, Galveston, TX",https://www.estately.com/listings/info/4302-avenue-n-1-2-galveston-tx-77550--1,4302_Avenue_N_12_Galveston_TX.jpg,"$375,000",House For Sale,32 photos,Century 21 Exclusive,3,1.5,"1,968","6,480",
"3527 Avenue O, Galveston, TX",https://www.estately.com/listings/info/3527-avenue-o-galveston-tx-77550--4,3527_Avenue_O_Galveston_TX.jpg,"$469,900",House For Sale,23 photos,"Dynamic Home Pros, LLC",3,2,"1,300","3,320",
"801 E Beach Drive Unit TW0710, Galveston, TX",https://www.estately.com/listings/info/801-e-beach-drive-galveston-tx-77550--50,801_E_Beach_Drive_UnitTW0710_Galveston_TX.jpg,"$995,000",Condo For Sale,50 photos,HomeSmart,2,2,"1,296",,
"1911 35th Street, Galveston, TX",https://www.estately.com/listings/info/1911-35th-street-galveston-tx-77550,1911_35th_Street_Galveston_TX.jpg,"$299,900",House For Sale,33 photos,Griffin Realty & Associates,2,1,800,"3,003",
"4105 Avenue M, Galveston, TX",https://www.estately.com/listings/info/4105-avenue-m-galveston-tx-77550--2,4105_Avenue_M_Galveston_TX.jpg,"$498,999",House For Sale,31 photos,REALM Real Estate Professionals - Galleria,5,4,"2,450","5,140",
"3328 Avenue Q, Galveston, TX",https://www.estately.com/listings/info/3328-avenue-q-galveston-tx-77550--2,3328_Avenue_Q_Galveston_TX.jpg,"$299,000",House For Sale,22 photos,"Joe Tramonte Realty, Inc.",2,1,800,"2,580",
"3013 Avenue M, Galveston, TX",https://www.estately.com/listings/info/3013-avenue-m-galveston-tx-77550--7,3013_Avenue_M_Galveston_TX.jpg,"$309,000",House For Sale,33 photos,Coldwell Banker TGRE,3,2,"1,860","1,548",
"1207 15th Street, Galveston, TX",https://www.estately.com/listings/info/1207-15th-street-galveston-tx-77550--1,1207_15th_Street_Galveston_TX.jpg,"$465,000",House For Sale,17 photos,"Sand N Sea Properties, LLC",2,2,"1,299","3,277",
"1302 56th Street, Galveston, TX",https://www.estately.com/listings/info/1302-56th-street-galveston-tx-77551,1302_56th_Street_Galveston_TX.jpg,"$365,000",House For Sale,49 photos,Gulf Coast Real Estate Experts,4,3,"2,114","3,500",
"3220 69th Street Unit H4, Galveston, TX",https://www.estately.com/listings/info/3220-69th-street-galveston-tx-77551--26,3220_69th_Street_UnitH4_Galveston_TX.jpg,"$240,000",Condo For Sale,28 photos,"Sand N Sea Properties, LLC",2,1,932,932,
"6300 Seawall Boulevard Unit 9329, Galveston, TX",https://www.estately.com/listings/info/6300-seawall-boulevard-galveston-tx-77551--122,6300_Seawall_Boulevard_Unit9329_Galveston_TX.jpg,"$200,000",Condo For Sale,31 photos,Braden Real Estate Group,1,1,480,480,
"4901 Wharton Drive, Galveston, TX",https://www.estately.com/listings/info/4901-wharton-drive-galveston-tx-77551,4901_Wharton_Drive_Galveston_TX.jpg,"$395,000",House For Sale,25 photos,Jason Mitchell Real Estate LLC,3,1,"1,424","5,500",
"916 Sealy Street, Galveston, TX",https://www.estately.com/listings/info/916-sealy-street-galveston-tx-77550,916_Sealy_Street_Galveston_TX.jpg,"$450,000",House For Sale,12 photos,JPAR - The Sears Group,4,3,"1,838","6,550",
"5619 Avenue Q 1/2, Galveston, TX",https://www.estately.com/listings/info/5619-avenue-q-1-2-galveston-tx-77551--4,5619_Avenue_Q_12_Galveston_TX.jpg,"$299,000",House For Sale,49 photos,Galveston Island Real Estate,2,1,768,"6,000",
"122 Dolphin Avenue, Galveston, TX",https://www.estately.com/listings/info/122-dolphin-avenue-galveston-tx-77550,122_Dolphin_Avenue_Galveston_TX.jpg,"$569,000",House For Sale,42 photos,RE/MAX Leading Edge,4,2.5,"2,082","5,997",
"7301 Palmira Way, Galveston, TX",https://www.estately.com/listings/info/7301-palmira-way-galveston-tx-77551,7301_Palmira_Way_Galveston_TX.jpg,"$348,000",House For Sale,39 photos,JPAR - The Sears Group,4,2.5,"1,416","3,551",
"16 Gulf Lane, Galveston, TX",https://www.estately.com/listings/info/16-gulf-lane-galveston-tx-77550,16_Gulf_Lane_Galveston_TX.jpg,"$575,000",House For Sale,23 photos,Coastal Living Properties,3,2.5,"3,050","9,188",
"610 13th Street, Galveston, TX",https://www.estately.com/listings/info/610-13th-street-galveston-tx-77550--1,610_13th_Street_Galveston_TX.jpg,"$419,900",House For Sale,37 photos,RE/MAX Synergy,3,2,"1,540","2,747",
"2925 Avenue O, Galveston, TX",https://www.estately.com/listings/info/2925-avenue-o-galveston-tx-77550,2925_Avenue_O_Galveston_TX.jpg,"$995,000",House For Sale,49 photos,Coldwell Banker TGRE,4,2.5,"3,959","15,432",
"6102 Seawall Boulevard Unit 209, Galveston, TX",https://www.estately.com/listings/info/6102-seawall-boulevard-galveston-tx-77551--167,6102_Seawall_Boulevard_Unit209_Galveston_TX.jpg,"$135,000",Condo For Sale,21 photos,RE/MAX Leading Edge,1,1,462,462,
"6102 Seawall Boulevard Unit 138, Galveston, TX",https://www.estately.com/listings/info/6102-seawall-boulevard-galveston-tx-77551--166,6102_Seawall_Boulevard_Unit138_Galveston_TX.jpg,"$135,000",Condo For Sale,26 photos,RE/MAX Leading Edge,1,1,462,462,
"5327 Menard Avenue, Galveston, TX",https://www.estately.com/listings/info/5327-menard-avenue-galveston-tx-77551--1,5327_Menard_Avenue_Galveston_TX.jpg,"$345,000",House For Sale,34 photos,"Sand N Sea Properties, LLC",3,2,"1,387","4,200",
"315 23rd Street, Galveston, TX",https://www.estately.com/listings/info/315-23rd-street-galveston-tx-77550,315_23rd_Street_Galveston_TX.jpg,"$175,000",Condo For Sale,44 photos,"Tranzon Asset Advisors of TX, LLC",1,1,"7,368","3,825",
"1415 Avenue K, Galveston, TX",https://www.estately.com/listings/info/1415-avenue-k-galveston-tx-77550--1,1415_Avenue_K_Galveston_TX.jpg,"$375,000",House For Sale,28 photos,Redfin Corporation,2,2,"1,284","5,136",
"525 22nd Street Unit 5, Galveston, TX",https://www.estately.com/listings/info/525-22nd-street-galveston-tx-77550--2,525_22nd_Street_Unit5_Galveston_TX.jpg,"$475,000",Condo For Sale,50 photos,Denise Lewis Properties,2,1,"1,966","1,966",
"2901 Broadway Street, Galveston, TX",https://www.estately.com/listings/info/2901-broadway-street-galveston-tx-77550--2,2901_Broadway_Street_Galveston_TX.jpg,"$495,000",House For Sale,39 photos,RE/MAX Leading Edge,5,2.5,"6,300","10,280",
"Lot 2 Maco, Galveston, TX",https://www.estately.com/listings/info/lot-2-maco-galveston-tx-77551--3,Lot_2_Maco_Galveston_TX.jpg,"$400,000",Land For Sale,12 photos,RE/MAX Leading Edge,–,–,–,"6,415",
"3723 Church Street, Galveston, TX",https://www.estately.com/listings/info/3723-church-street-galveston-tx-77550,3723_Church_Street_Galveston_TX.jpg,"$45,000",Land For Sale,1 photo,RE/MAX Signature,–,–,–,"1,680",
